Time
2018-10-16_14:20:56.753800
2018-10-16_14:37:50.431088
2018-10-16_17:55:03.308072
2018-10-16_21:20:11.122495
2018-10-17_16:40:33.071969
2018-10-17_16:42:43.929957
2018-10-17_17:03:14.291502
2018-10-17_17:10:36.929242
2018-10-17_17:11:36.502970
2018-10-17_17:35:09.758497
2018-10-17_18:10:14.797498
2018-10-17_18:19:26.514418
2018-10-17_18:53:11.173753
2018-10-17_19:27:12.014501
2018-10-17_19:53:02.374511
2018-10-17_20:06:20.068001
2018-10-17_20:46:36.560000
2018-10-17_23:33:19.814503
2018-10-18_01:18:27.705003
2018-10-18_14:51:16.396002
2018-10-18_15:00:58.678501
2018-10-18_15:15:21.910002
2018-10-18_15:21:40.978498
2018-10-18_16:54:20.290000
2018-10-18_17:35:00.404499
2018-10-18_21:10:47.283000
2018-10-18_21:49:54.864808
2018-10-18_22:06:18.237606
2018-10-18_22:18:43.512000
2018-10-18_23:45:05.992500
2018-10-19_07:24:29.472498
2018-10-19_08:32:37.131498
2018-10-19_09:53:01.848100
2018-10-19_11:10:30.795828
2018-10-20_10:41:09.825001
2018-10-20_10:41:51.216500
2018-10-20_12:38:49.504000
2018-10-20_12:43:26.067002
2018-10-20_13:13:25.941530
2018-10-20_13:38:12.842666
2018-10-21_13:26:47.489279
2018-10-22_02:12:24.017385
2018-10-22_12:22:29.022000
2018-10-22_12:27:03.846498
2018-10-23_18:10:26.271341
2018-10-24_12:53:51.371001
2018-10-24_13:16:32.639501
2018-10-24_13:50:30.003500
2018-10-24_13:55:45.586999
2018-10-24_14:33:07.816000
2018-10-24_14:34:27.467500
2018-10-24_14:37:35.108499
2018-10-24_14:41:30.969000
2018-10-25_04:53:24.980000
2018-10-25_11:45:06.413498
2018-10-25_11:46:44.656500
2018-10-25_11:47:22.516997
2018-10-25_11:49:41.326000
2018-10-25_12:06:05.730500
2018-10-25_12:35:23.887000
2018-10-25_12:40:53.450500
2018-10-25_12:51:40.226501
2018-10-25_13:38:29.769000
2018-10-25_13:43:51.378998
2018-10-25_13:49:19.034000
2018-10-25_15:22:37.751499
2018-10-25_15:42:04.512000
2018-10-25_15:44:30.760996
2018-10-25_16:01:59.224501
2018-10-25_16:26:05.059000
2018-10-25_16:31:02.860999
2018-10-25_16:31:02.968600
2018-10-25_16:35:18.598500
2018-10-25_17:01:55.397503
2018-10-25_17:21:34.732999
2018-10-25_17:36:55.484500
2018-10-25_17:43:39.862500
2018-10-25_18:29:16.942998
2018-10-25_18:47:44.424998
2018-10-25_19:09:29.695002
2018-10-25_21:04:48.701502
2018-10-25_21:50:15.594500
2018-10-25_23:40:22.697998
2018-10-26_00:38:01.549502
2018-10-26_06:00:45.237999
2018-10-26_09:30:31.893000
2018-10-26_11:38:46.970501
2018-10-26_12:00:25.278501
2018-10-26_12:05:42.974500
2018-10-26_12:08:47.386502
2018-10-26_12:20:24.665001
2018-10-26_12:21:49.150502
2018-10-26_13:09:02.602500
2018-10-26_13:27:32.780500
2018-10-26_13:47:39.420502
2018-10-26_14:19:16.136999
2018-10-26_14:31:02.774107
2018-10-26_14:50:57.984427
2018-10-26_14:51:38.099148
2018-10-26_15:34:10.837001
2018-10-26_16:03:46.902000
2018-10-26_16:43:16.926501
2018-10-26_17:07:28.627501
2018-10-26_17:36:34.865499
2018-10-26_18:06:44.360400
2018-10-26_18:37:59.979002
2018-10-26_21:46:25.136864
2018-10-26_22:44:54.015757
2018-10-26_22:55:56.682546
2018-10-26_23:13:23.602275
2018-10-26_23:35:19.738500
2018-10-27_00:17:50.438525
2018-10-27_00:47:13.209506
2018-10-27_06:13:19.715000
2018-10-27_10:47:37.710045
2018-10-27_11:00:26.882502
2018-10-27_11:01:50.063000
2018-10-27_11:03:25.417501
2018-10-27_11:24:42.310499
2018-10-27_11:29:13.285999
2018-10-27_11:37:11.402499
2018-10-27_11:41:38.565997
2018-10-27_11:44:04.056000
2018-10-27_12:04:21.501997
