,time,lat,lon,depth,xx,yy
209,2018-10-31T06:00:29.640300Z,53.784668,-2.967527,2.578125,336348.780468,432472.794035
210,2018-11-01T09:17:47.244600Z,53.782213,-2.952988,1.684375,337303.038142,432186.705248
211,2018-11-01T21:28:25.916600Z,53.78858,-2.960124,1.796094,336842.424796,432901.401723
212,2018-11-01T05:44:39.702200Z,53.790804,-2.959214,1.684375,336905.719456,433148.022714
213,2018-11-01T06:22:07.956500Z,53.78881,-2.962072,2.045313,336714.436595,432928.727947
214,2018-11-01T07:00:38.643500Z,53.789117,-2.96311,1.323438,336646.516537,432963.810561
215,2018-11-02T10:33:04.858600Z,53.787582,-2.968824,2.526563,336267.750204,432798.15655
216,2018-11-02T10:39:31.591200Z,53.788273,-2.961942,1.950781,336722.191405,432868.867888
217,2018-11-02T11:21:35.276500Z,53.787813,-2.963501,2.036719,336618.788514,432819.083475
218,2018-11-02T12:07:14.816900Z,53.789807,-2.964798,2.088281,336536.355246,433042.086681
219,2018-11-02T20:13:58.051800Z,53.787736,-2.970642,2.509375,336148.211172,432816.925999
220,2018-11-02T20:46:19.901800Z,53.788886,-2.969213,1.589844,336244.102931,432943.582951
221,2018-11-02T21:54:46.550800Z,53.788388,-2.961618,1.877734,336743.710124,432881.373023
222,2018-11-02T06:07:08.131800Z,53.789078,-2.959799,1.757422,336864.585052,432956.517235
223,2018-11-03T10:15:24.614600Z,53.788119,-2.96376,2.088281,336602.187386,432853.35916
224,2018-11-03T06:38:13.101300Z,53.78973,-2.952203,2.320312,337365.979831,433022.316234
225,2018-11-03T06:55:37.673200Z,53.788426,-2.960644,1.847656,336807.93513,432884.731911
226,2018-11-04T05:17:03.016400Z,53.788119,-2.964799,2.036719,336533.736929,432854.288984
227,2018-11-04T07:38:01.342300Z,53.788158,-2.963695,2.083984,336606.528562,432857.639972
228,2018-11-05T11:00:46.040100Z,53.798935,-2.955312,1.701562,337174.946234,434049.173007
229,2018-11-05T20:24:30.083100Z,53.782213,-2.955066,2.509375,337166.117873,432188.545246
230,2018-11-06T09:30:08.885300Z,53.787889,-2.96415,2.045313,336576.146212,432828.119394
231,2018-11-06T09:30:10.772400Z,53.78858,-2.959605,1.744531,336876.616723,432900.939387
232,2018-11-06T14:13:49.798300Z,53.782213,-2.969605,1.753125,336208.137921,432201.531134
